transaction_id,timestamp,recipient_name,recipient_upi,amount,amount_deviation,new_beneficiary,txn_count_last_10min,receiver_unique_senders_24h,receiver_txn_velocity,previous_fraud_reports,device_changed_recently,failed_auth_attempts,unusual_transaction_hour,destination_account_age_days,is_fraud
04d495ab-16dc-4d07-840f-5d2669a3e5cc,2026-05-27T23:07:35.724241,Rahul,rahul@demo,596.62,1.4963,0,1,22,0.4735,0,0,0,0,2059,0
c4b8fe49-d1ee-489d-9fef-dc50015eb1ef,2026-07-02T09:26:35.298064,Neha,neha@demo,1522.39,0.7871,1,1,12,0.4359,0,0,1,1,965,0
7e72908d-e13e-4c38-945a-899052992eb3,2026-07-22T03:07:35.754718,RewardDesk,rewarddesk@demo,1540.52,1.5604,0,3,16,0.6355,0,0,0,0,1154,0
57aa86e2-e192-488c-a57b-6a6631ad7238,2026-07-03T04:12:35.306667,RewardDesk,rewarddesk@demo,253.57,3.4479,0,5,5,0.5968,0,0,0,0,512,0
a749eeb7-6600-487f-a8cc-ca4f03bc6082,2026-08-28T23:29:35.868932,Rahul,rahul@demo,19588.53,3.1784,1,2,32,0.1911,0,0,0,0,2459,0
8a741b7c-25b4-4ae3-b221-08f768364475,2026-05-20T02:51:35.268850,RewardDesk,rewarddesk@demo,503.74,1.1864,0,5,2,0.5356,0,0,1,0,2186,0
529ef0f4-4e60-4801-93cd-4e7eda7ae4f3,2026-06-20T17:58:35.000535,QuickCash,quickcash@demo,6251.3,3.2139,1,2,70,0.7184,0,1,1,1,165,1
324c91db-b170-4e31-870b-2121077d166f,2026-07-23T21:23:35.693855,Rahul,rahul@demo,988.33,0.7733,0,0,30,0.4825,2,1,1,0,732,0
829a784b-1a8b-4b7f-a100-8500832a81f1,2026-06-17T17:04:35.903723,QuickCash,quickcash@demo,2459.4,0.3859,0,3,14,0.4459,0,0,0,0,324,0
a795e0a5-9d35-4af8-9e04-c1cf629c679b,2026-08-05T13:14:34.957839,Neha,neha@demo,426.28,3.1692,0,1,8,0.4541,0,0,0,0,1209,0
db4674d4-f644-4003-927a-0d6d95025d11,2026-09-03T10:01:35.700294,Rahul,rahul@demo,1844.94,0.3972,0,2,14,0.1269,0,0,1,0,1472,0
65e79ca8-35d3-4565-b42e-618792271b26,2026-06-27T15:45:35.969689,Neha,neha@demo,714.93,0.3796,1,1,22,0.5683,0,0,0,0,2059,0
27b1d82d-d89d-455e-a60b-3997785c35ed,2026-06-26T17:10:35.434305,Neha,neha@demo,1311.64,2.7328,1,4,72,0.219,0,1,0,0,2212,1
347869a9-3ca0-4d8c-864a-eb69f56e5adb,2026-05-18T04:13:34.961347,RewardDesk,rewarddesk@demo,628.38,2.0665,0,0,56,0.658,2,0,1,0,181,1
91467b90-d4ef-430c-9b40-bc96466bff34,2026-06-19T15:52:35.534993,Neha,neha@demo,367.84,3.0676,0,5,29,0.3248,0,1,2,1,95,0
4aaa8bdd-6512-41c8-a7e5-0e0fdf7fd83f,2026-08-06T08:33:35.924650,Rahul,rahul@demo,4513.1,5.5849,1,1,25,0.9127,0,1,3,0,1947,1
db7fd752-a870-4904-aa7d-d4880bd97934,2026-08-01T05:19:35.694050,Neha,neha@demo,1364.79,0.8133,0,0,27,0.4356,0,0,0,0,2246,0
997654ec-a4a3-44ee-ab02-9f48655912dd,2026-06-28T12:04:35.059999,Rahul,rahul@demo,4541.83,1.3165,1,6,54,0.605,1,1,0,0,1928,1
95f34607-bf89-4f06-849e-c1fd182f463c,2026-06-06T21:01:35.375027,QuickCash,quickcash@demo,303.92,2.7586,0,1,16,0.3664,0,0,2,0,518,0
cec5716d-8c2d-4881-a91e-ea87038bb852,2026-07-28T19:12:35.267042,QuickCash,quickcash@demo,1530.79,0.6764,0,2,20,0.0604,0,0,0,0,369,0
4972f1e0-dac8-4334-bb46-97d634aaa9eb,2026-06-21T05:33:35.370784,Rahul,rahul@demo,1519.87,2.3375,0,8,50,0.8694,0,1,0,0,11,1
e9f238a8-d1eb-43e7-97f3-29d2982260a8,2026-05-19T14:11:35.360007,Neha,neha@demo,4080.85,2.688,0,5,12,0.5063,0,1,2,0,988,1
2fd24d9a-822a-494b-b7be-9803e5e69925,2026-07-01T02:13:35.439463,QuickCash,quickcash@demo,2002.51,1.8366,0,2,17,0.5146,0,0,1,0,921,0
2f89a8da-611d-4c13-af36-f6db3ee7d634,2026-06-30T17:25:35.829188,RewardDesk,rewarddesk@demo,1573.5,2.6692,0,1,30,0.1537,0,0,0,0,908,0
4eb52f86-34ad-4ed0-a374-ffa0afa4b036,2026-06-29T13:03:35.794592,RewardDesk,rewarddesk@demo,1214.04,1.2639,0,2,23,0.7251,0,0,0,0,1217,0
b0275c72-2130-4292-bff8-11d620ec9b35,2026-06-09T17:51:35.522755,Neha,neha@demo,862.7,1.9203,0,1,8,0.567,0,1,0,1,950,0
1cd7d855-4c90-4f94-a3c2-8bb9731e050a,2026-06-08T10:50:35.944945,Rahul,rahul@demo,308.13,3.1474,0,0,19,0.4954,0,0,0,0,648,0
3978cfb2-7ef7-4763-8d10-94018d2f029d,2026-07-29T22:45:35.171245,RewardDesk,rewarddesk@demo,842.72,3.436,0,1,19,0.6688,0,0,2,0,1223,0
3f1711f8-ce5e-4d7c-ac15-171b912a6f37,2026-08-18T07:50:35.318147,Neha,neha@demo,668.44,2.2667,0,3,30,0.0862,0,1,0,0,1639,0
5f22141a-ff6b-4a82-9743-2c3abe10b298,2026-07-23T21:39:35.444336,Rahul,rahul@demo,865.7,3.2664,0,2,45,0.0929,2,0,2,0,930,0
4c422311-b83c-404c-be7d-010a3fe1feec,2026-05-31T09:01:35.543170,Rahul,rahul@demo,1475.93,1.2788,0,1,30,0.5496,0,0,0,0,135,0
b2c9d881-a436-4cd8-90c2-598a4591af8a,2026-09-03T22:40:35.295165,QuickCash,quickcash@demo,1525.56,2.497,0,3,15,0.5729,0,0,0,0,1693,0
a137b03a-e05f-425b-bd1d-196d4705b4d0,2026-05-20T03:13:35.132002,Rahul,rahul@demo,780.02,0.249,1,5,25,0.8188,1,0,2,1,75,1
4d305310-cb3a-4eef-9041-47c0bc74091b,2026-07-25T20:13:35.322499,Rahul,rahul@demo,4401.79,2.1432,0,1,15,0.6382,0,0,0,0,1861,0
eea9bd0b-989d-43d3-8df8-866b03631143,2026-07-08T12:59:35.949330,RewardDesk,rewarddesk@demo,1771.47,1.2403,1,5,25,0.5279,0,0,0,0,2250,0
4e978377-b967-4ee7-bcd5-39fb92b36453,2026-07-24T18:24:35.219700,Rahul,rahul@demo,14587.87,3.2548,1,2,58,0.3905,0,1,1,0,635,1
762ac870-70fc-454e-9950-75e00e01e038,2026-06-30T02:53:35.295628,RewardDesk,rewarddesk@demo,1756.83,1.6633,0,4,42,0.2125,0,0,3,1,553,1
641646ea-a021-442c-9bd2-903784e5b178,2026-08-04T16:36:35.169429,RewardDesk,rewarddesk@demo,443.01,1.3489,1,1,10,0.2664,0,0,2,0,724,0
01e3f3a3-6c0b-404b-a46d-8f9f2321d534,2026-07-10T16:21:35.561532,QuickCash,quickcash@demo,976.3,2.872,0,2,8,0.5715,0,0,2,0,1163,0
74e1a592-b4cf-43ca-9360-104971eb58b3,2026-07-24T09:06:35.403129,Rahul,rahul@demo,621.6,0.6225,0,4,6,0.528,0,0,2,0,2293,0
3ae77c8a-1f37-42a2-976a-0db68689aff4,2026-05-15T21:33:35.091218,Rahul,rahul@demo,4086.12,1.832,0,2,18,0.6731,0,0,0,0,785,0
7eb4d3f2-7e29-48a6-a069-8303a87a4310,2026-05-20T14:47:35.574536,RewardDesk,rewarddesk@demo,6616.7,3.6851,1,1,31,0.5301,1,1,2,1,2112,1
f527c06b-515f-4198-9f7e-49e4e82d729f,2026-06-08T17:59:35.742026,Neha,neha@demo,1244.92,0.5613,0,1,20,0.2574,0,0,0,0,1640,0
a4c8a5b2-c56c-4c9c-8cef-2ed594319371,2026-08-05T13:24:35.092993,RewardDesk,rewarddesk@demo,3107.28,2.1099,0,1,34,0.4646,0,0,0,0,196,0
4a1870df-dce8-4261-87de-13335953d2f6,2026-08-14T14:39:35.283338,Neha,neha@demo,972.69,1.3324,0,2,18,0.4856,0,0,1,0,569,0
dc4bb0dd-4eef-4071-8b05-40e6f36d8019,2026-08-13T10:03:35.565261,Rahul,rahul@demo,850.15,0.68,1,0,9,0.3779,0,1,0,0,2395,0
7e85bc33-f27b-44df-875d-003be34434a7,2026-07-21T16:05:35.184730,Rahul,rahul@demo,1624.14,2.7001,0,2,10,0.1536,0,0,0,1,2422,0
4f8dd167-eb0b-485c-a8c0-b1234233ba2d,2026-08-09T22:25:35.539610,Rahul,rahul@demo,4499.27,5.326,1,6,54,0.8433,1,0,2,1,1343,1
3469d473-fa0a-4d76-acd4-fb4cf7efd862,2026-05-15T04:51:35.300630,QuickCash,quickcash@demo,1668.99,1.6401,0,2,26,0.292,0,0,2,1,2155,0
8bf062ce-7bfa-424e-aba1-8c63eb0e9d48,2026-07-17T00:23:35.447869,RewardDesk,rewarddesk@demo,747.46,1.568,0,3,14,0.1626,0,0,1,1,1591,0
ccdd3b62-42b3-429a-bfdf-58dfa8eb9e56,2026-07-04T00:54:35.017639,QuickCash,quickcash@demo,9533.17,1.8742,0,2,18,0.334,0,0,1,0,1175,0
34b01dd4-a9cd-42fd-9356-87396015abbc,2026-08-29T14:56:35.436331,Rahul,rahul@demo,996.2,1.0083,0,2,29,0.7337,0,0,0,0,509,0
37dd52eb-010b-405e-8b55-b84d663266f2,2026-06-15T03:50:35.979275,Neha,neha@demo,1650.85,2.8006,0,1,21,0.5795,0,0,0,0,101,0
c6089793-7b3b-4520-ad5f-a5892632d57a,2026-08-11T21:44:35.861429,Neha,neha@demo,2158.24,3.1238,0,5,20,0.0609,0,0,1,0,837,0
de0fc923-7a8d-4097-8e32-a3eedcd2f0f5,2026-08-22T07:19:35.712682,QuickCash,quickcash@demo,2364.35,2.0627,0,2,30,0.1928,0,0,0,0,1453,0
e443ed2a-7acd-40f2-9509-57fdad9f8a58,2026-07-04T08:08:35.869970,Rahul,rahul@demo,1987.79,2.7537,0,1,31,0.6127,0,0,0,0,867,0
51e12660-0130-46bd-8f2b-51c823d83deb,2026-06-24T20:31:35.632101,Neha,neha@demo,586.04,3.3778,1,2,33,0.4738,0,0,2,1,2357,0
75425ed4-9c71-4992-becc-9ddb22ea22a2,2026-08-16T12:47:35.592918,Neha,neha@demo,2150.83,2.1371,0,4,6,0.4608,0,0,0,0,107,0
a4cb05c3-04ab-449e-a6f0-23ed760964ac,2026-09-01T00:40:35.615851,QuickCash,quickcash@demo,378.79,1.8066,0,4,31,0.6689,0,0,0,0,832,0
672e6ee0-1eec-46ab-b91e-30b3fd5244e1,2026-07-14T04:11:35.210639,Neha,neha@demo,1996.41,1.7703,1,0,6,0.626,0,0,0,0,1122,0
84e5f17c-d7a0-416d-97c9-7f4ce5ea2da8,2026-06-27T13:26:35.537714,Rahul,rahul@demo,4308.31,2.6823,1,1,27,0.5186,0,1,0,0,572,0
c4c08ec1-662c-4d37-9c29-a89e7c3e4dd5,2026-08-16T14:46:35.767973,QuickCash,quickcash@demo,798.93,1.626,1,3,8,0.6864,0,1,0,0,1799,0
b9f6a743-3564-4958-ac0a-d930fbede5e0,2026-05-19T13:12:35.581660,Rahul,rahul@demo,498.34,1.6179,0,1,14,0.3944,0,0,0,0,1580,0
413e05a1-0190-410f-9526-c174fb0154d5,2026-08-05T18:37:35.869573,RewardDesk,rewarddesk@demo,9044.3,2.7794,1,0,8,0.401,0,0,1,0,68,0
cb486418-8361-4095-abe2-65cbde421624,2026-09-10T23:59:35.213328,Neha,neha@demo,782.94,3.1304,0,0,2,0.2257,0,0,0,0,41,0
fe2ee30d-c580-43bb-9828-2395a5b91e03,2026-07-30T18:47:35.196105,Neha,neha@demo,1451.1,0.8986,1,0,31,0.3022,0,0,0,1,300,0
0b991e84-b7a8-4e2f-9c88-58d12d5dcb7a,2026-07-04T19:45:35.712035,RewardDesk,rewarddesk@demo,1012.45,2.3617,0,2,8,0.4648,0,0,0,0,1024,0
43755ec2-235d-4ed6-aa7b-e2b3bf8867c5,2026-05-15T03:02:35.853293,QuickCash,quickcash@demo,1489.51,1.7181,0,1,2,0.5679,0,1,2,0,1294,0
f85dc666-fb13-44f9-acbe-78f530353cc0,2026-07-22T03:25:35.213825,Neha,neha@demo,5121.84,2.8753,0,5,28,0.1364,0,0,1,0,1828,0
41ea3bd3-8e8a-44d9-87f7-9ddc67f620e9,2026-07-01T14:13:35.916605,QuickCash,quickcash@demo,3802.73,2.5476,0,1,29,0.1008,0,1,0,1,894,0
fe0a917b-cbb5-4d79-9b28-7daa82a57bfb,2026-08-05T14:43:35.782444,QuickCash,quickcash@demo,1578.08,1.8171,0,7,30,0.907,0,0,2,0,1034,1
f850ed4d-1666-4460-befb-493e77dabea8,2026-06-05T18:06:35.339499,Neha,neha@demo,1303.12,0.3064,1,0,27,0.1885,2,0,0,0,335,0
c64546bc-ddd7-49b8-a58e-cd9e6d6c673f,2026-06-21T19:45:35.978368,Neha,neha@demo,18427.72,0.6337,0,1,26,0.4499,0,1,0,0,89,0
86ce5fc0-f48a-4dba-adf8-ecc9f244a2f8,2026-07-01T12:18:35.981404,Rahul,rahul@demo,1432.35,0.5134,0,1,30,0.6791,0,0,0,0,2231,0
aa67d67f-8914-4848-910d-a483a2b8f271,2026-08-29T04:04:35.595432,Rahul,rahul@demo,1101.95,2.6847,0,2,11,0.1589,0,0,1,1,957,0
bc3d0546-e014-492b-a78c-8d7e70ecf877,2026-06-10T00:08:35.577946,Rahul,rahul@demo,6993.89,1.7814,0,5,16,0.5246,0,1,2,0,2232,0
4645a13c-8b17-4b05-8186-622794189952,2026-06-24T17:35:35.389814,RewardDesk,rewarddesk@demo,2612.62,2.3925,0,1,20,0.6131,0,0,0,0,1593,0
cc62eb58-7cb2-4e54-a88e-8cf487678f97,2026-07-19T16:16:35.398303,Rahul,rahul@demo,853.5,2.5566,0,3,2,0.2445,0,1,0,0,15,0
d31262a3-29c6-4859-8e63-3fb6cdaf9c02,2026-08-10T10:59:35.450035,Neha,neha@demo,3607.52,3.1606,1,6,69,0.675,0,1,1,0,2458,1
85735f9b-07fc-41a1-aec5-c12fd38b8d5c,2026-07-12T12:58:35.534181,RewardDesk,rewarddesk@demo,2939.65,0.801,0,3,13,0.2328,3,1,0,1,563,0
de29cdf7-68f4-47ea-ba5a-e24545df035f,2026-08-18T17:32:35.249793,Neha,neha@demo,10379.12,0.6817,0,1,18,0.2436,0,0,0,0,1453,0
4bdeb964-957f-4e70-8db4-b24296dc16b7,2026-07-13T11:32:35.055630,Rahul,rahul@demo,6629.97,1.4442,0,2,34,0.6092,0,0,0,0,598,0
193f2afc-c4ee-4535-93be-656b9e24649b,2026-06-09T04:10:35.837231,RewardDesk,rewarddesk@demo,786.11,1.4379,0,0,12,0.3006,0,0,1,0,439,0
6f2549a7-8c01-4a51-a337-ebdf0861da8d,2026-06-02T09:21:35.938416,Neha,neha@demo,1845.37,0.4231,0,3,6,0.4133,0,0,0,1,2344,0
68e39087-0994-4356-bae5-c50a4895a2bf,2026-06-08T12:54:35.216063,QuickCash,quickcash@demo,361.64,2.214,0,2,4,0.6376,0,0,0,0,1569,0
01bcec55-ce34-495d-a589-3167e8818b6d,2026-06-11T15:26:35.550338,Rahul,rahul@demo,2613.56,0.6805,1,7,17,0.1121,0,0,2,0,1973,0
7bdd19fa-7a5d-4235-a3c6-60e85b911873,2026-06-29T10:36:35.796919,Rahul,rahul@demo,449.45,0.9309,1,3,2,0.2889,0,0,0,0,1593,0
f83a6bd7-998c-47d1-95c2-89a068ac0225,2026-06-12T19:00:35.634915,Neha,neha@demo,4214.26,0.3888,1,4,33,0.5631,0,0,0,0,2182,0
426fc3dd-8d90-4da8-ad88-2e32998db539,2026-09-07T09:10:35.621959,RewardDesk,rewarddesk@demo,2066.55,0.8207,0,1,25,0.2791,0,0,0,0,1215,0
46e8f4a8-f124-4653-90c0-25e35351b06a,2026-08-15T12:37:35.281390,QuickCash,quickcash@demo,3988.05,3.3195,0,1,34,0.212,0,0,2,0,48,0
718f59d7-1d95-4c9c-a71a-3db2fb635205,2026-06-22T03:00:35.358879,Neha,neha@demo,3475.67,1.6656,0,2,30,0.6613,0,1,0,0,107,0
d3702a3e-483a-444d-a92a-96627952562e,2026-09-06T23:40:35.954614,Rahul,rahul@demo,266.13,1.7752,0,1,47,0.6037,0,0,0,1,1198,0
8c09ac68-61fb-45ce-9929-c11890be4d19,2026-09-03T02:49:35.848852,RewardDesk,rewarddesk@demo,2146.79,4.7945,1,2,51,0.2966,1,1,0,0,1100,1
dcdae5f7-6773-4b70-b7ae-9a6d4de8b216,2026-08-25T00:52:35.783656,RewardDesk,rewarddesk@demo,1967.66,1.8232,1,0,18,0.2345,0,0,0,0,661,0
d32c4a76-4bf3-4045-8d10-915938d41547,2026-09-09T05:45:35.037028,RewardDesk,rewarddesk@demo,862.5,2.6542,1,0,2,0.5086,0,1,0,1,1818,0
282f6e94-9f42-4c88-8d72-f029947aa5fe,2026-07-26T03:14:35.045524,Neha,neha@demo,2192.9,1.808,1,4,38,0.5336,2,1,0,0,220,1
41ef6c0e-60a6-4ad3-b720-17af866fe36f,2026-09-11T00:36:35.603304,Neha,neha@demo,2771.25,2.7805,0,1,30,0.2801,0,0,0,0,1938,0
2b6d1a34-3912-4dae-9088-c8e5555bb58b,2026-09-06T12:52:35.477505,Rahul,rahul@demo,2069.67,2.5681,1,2,19,0.0804,0,1,0,0,1579,0
0d5a97bc-924d-421f-b938-9b19b816b16b,2026-05-21T12:24:35.301976,QuickCash,quickcash@demo,1498.57,0.5943,0,2,19,0.617,0,0,0,0,77,0
a209791c-d76b-488a-98c7-5cfae5eb615c,2026-09-02T14:03:35.353363,QuickCash,quickcash@demo,2298.28,2.1673,0,1,7,0.3632,0,0,0,0,656,0
7b1a2d53-c4b1-453d-95de-fd7d056211f5,2026-09-07T16:23:35.783347,RewardDesk,rewarddesk@demo,610.28,1.0661,0,2,5,0.7422,0,0,0,0,39,0
be5c2bb1-91b8-4180-98b2-cb5090a94fa4,2026-06-20T04:12:35.213632,Rahul,rahul@demo,1226.94,0.4327,0,3,21,0.2989,0,0,1,0,1191,0
ba654081-8cf1-41b8-9425-af3071a256a5,2026-07-22T19:00:34.950347,QuickCash,quickcash@demo,1050.55,1.4313,1,0,5,0.0881,0,1,0,0,852,0
42d5d544-c78d-4eb3-a6fb-a7bbb7f08a97,2026-06-11T21:06:35.122291,Neha,neha@demo,373.73,1.7822,0,5,26,0.6412,0,0,1,1,1792,0
b610502a-7a7a-423e-b9f5-ea5d68bc177e,2026-08-08T11:54:35.489726,RewardDesk,rewarddesk@demo,37844.47,0.8379,1,1,66,0.9782,2,1,0,0,209,1
5f0e0e0e-ae36-47f5-8c23-ccf0baf69bb4,2026-06-03T05:35:34.973421,QuickCash,quickcash@demo,1671.07,1.8689,1,2,14,0.6329,0,1,0,0,530,0
85fe7ec9-c01e-4c7b-891d-e7de4932be4f,2026-06-02T11:48:35.330293,Rahul,rahul@demo,8462.81,3.1097,1,1,16,0.1819,0,1,0,1,683,0
c8c935e4-e7bc-43e5-94ea-e89767295365,2026-08-25T18:26:35.724900,QuickCash,quickcash@demo,4804.64,2.5563,0,0,15,0.6899,0,0,0,0,22,0
9f4c67f8-c788-4481-b8de-236b4a7333cc,2026-07-11T22:20:35.074913,QuickCash,quickcash@demo,2478.09,2.4245,0,5,17,0.546,0,1,0,0,949,0
158404a2-264a-4553-aedb-cb2aa9c45262,2026-08-26T15:11:34.942439,Neha,neha@demo,2362.94,1.4271,1,1,34,0.2415,3,0,0,0,906,0
3ffe8ea9-9518-49da-811b-a7fd8fb50a25,2026-07-22T07:11:35.743154,QuickCash,quickcash@demo,2514.1,2.2487,1,3,6,0.2456,0,0,0,0,1073,0
b45de82b-ced7-48c5-91ad-b89c78d114bb,2026-07-10T09:51:35.818715,RewardDesk,rewarddesk@demo,4842.09,0.2774,0,0,32,0.4821,0,0,0,0,1890,0
286f5420-551b-4091-ae3f-baee8094a823,2026-06-01T02:01:35.407445,RewardDesk,rewarddesk@demo,513.41,0.4851,0,0,1,0.6085,0,0,0,0,28,0
c7bc4e4f-63a3-4d1c-ae86-7578f0b47021,2026-06-14T15:47:35.745405,RewardDesk,rewarddesk@demo,1247.81,2.6736,0,3,17,0.6558,0,1,0,1,1432,0
6b041e8b-5e30-4b14-8c23-b1d6a5f3b588,2026-06-09T04:31:35.863349,Rahul,rahul@demo,1143.8,0.6862,0,3,25,0.6161,0,1,0,1,2465,0
cdcff077-eed3-4f52-be15-c4cba82ab4c7,2026-07-22T12:08:35.436160,Neha,neha@demo,919.45,2.0724,0,0,29,0.227,0,0,0,0,2011,0
b7c40881-defa-4e97-af48-a32aee56e18c,2026-09-09T07:33:35.576741,Neha,neha@demo,1461.42,3.9326,0,1,27,0.3564,1,0,0,0,1890,1
a8bcf72d-3dae-446c-83b3-217a50485233,2026-09-10T02:38:35.323726,Neha,neha@demo,2786.39,0.7358,0,3,15,0.1542,1,0,1,0,1650,0
062f7a60-e17e-4697-8b17-91696d371fa8,2026-06-09T09:22:35.395026,Neha,neha@demo,452.68,1.2498,0,1,13,0.6881,0,0,2,1,2372,0
d4be0389-efe4-4867-823e-8839d452a0d2,2026-05-21T19:47:35.403820,RewardDesk,rewarddesk@demo,141.24,2.8618,0,2,21,0.6921,0,0,2,1,405,0
ef9de1cc-f26c-43c1-aab7-340d6f58d53d,2026-06-08T17:58:35.674220,Neha,neha@demo,2102.4,3.3321,1,2,20,0.6085,0,0,0,0,271,0
94d76acb-00e2-4f40-bd70-6f0d70975cc2,2026-07-06T01:29:35.691069,QuickCash,quickcash@demo,3532.68,0.5585,0,2,5,0.6847,0,0,0,1,124,0
4d3cc503-6459-4554-90a9-6403fccfdf4b,2026-08-21T04:11:35.315078,QuickCash,quickcash@demo,1219.69,1.0722,0,1,30,0.4235,0,0,0,0,2329,0
7646ef52-4f08-49ca-be61-33621b05c595,2026-08-27T07:35:35.625047,QuickCash,quickcash@demo,666.25,1.1323,1,2,13,0.4173,1,0,1,0,83,0
050bcf06-0066-4553-a492-e9af3f28735f,2026-06-27T12:05:35.436440,Rahul,rahul@demo,3475.69,0.7682,0,1,33,0.7195,2,0,2,0,1622,0
e167c9bc-9547-4bd5-bac5-bd143e6468c9,2026-07-30T21:04:35.345131,QuickCash,quickcash@demo,1696.84,3.32,1,8,34,0.2898,0,0,0,0,2247,0
bd5d73ca-18f8-40e6-89ed-e7e5601732ab,2026-05-26T16:00:35.565705,QuickCash,quickcash@demo,1052.94,2.1792,0,2,33,0.4054,0,0,0,0,68,0
944165b0-e0f5-41da-a401-827703939c81,2026-08-01T07:43:35.214442,Neha,neha@demo,7058.67,3.9002,1,1,26,0.8024,1,1,3,1,203,1
78825a86-a493-4cf0-a7c6-92515c4952d9,2026-08-19T00:09:35.778372,Rahul,rahul@demo,1076.36,0.7337,0,5,14,0.6694,0,0,0,0,195,0
fa0f0199-fc56-414d-9064-4b309b6fbd66,2026-08-15T23:37:35.073989,QuickCash,quickcash@demo,2910.67,1.3471,0,2,11,0.5784,0,0,0,0,1172,0
4fdd505c-6115-41e1-a13e-512273cafa8e,2026-08-07T16:41:35.811361,Rahul,rahul@demo,2824.26,2.6114,1,1,18,0.694,0,0,0,0,47,0
966d8442-1513-4b3b-89b9-448f16ea60a0,2026-06-06T08:43:35.001958,QuickCash,quickcash@demo,1115.8,3.4558,1,2,55,0.6401,0,0,0,1,1021,1
037e9e32-5626-4a07-8366-496347408010,2026-07-14T18:48:35.480566,Rahul,rahul@demo,837.14,2.7464,0,3,15,0.7406,0,0,1,0,1055,0
03a90dac-4869-46b4-bb7e-a1bf1bb6c2d2,2026-05-18T09:26:35.722175,Neha,neha@demo,6203.72,1.2344,0,1,26,0.0774,0,0,0,1,2422,0
5465deab-876d-4785-a278-d7d30602974f,2026-06-12T22:15:35.436698,Rahul,rahul@demo,506.16,4.0301,0,6,59,0.6998,0,0,1,1,773,1
394e3d8e-f420-444c-9f76-9ad27dc34644,2026-06-03T10:47:35.202191,QuickCash,quickcash@demo,2068.06,0.487,0,2,21,0.1794,1,0,0,0,1536,0
e3ca6a74-43fd-44f6-8e46-7923f16408cd,2026-07-06T12:43:35.478241,QuickCash,quickcash@demo,2491.38,1.8212,0,1,6,0.569,0,0,0,0,302,0
8da5525a-6e5b-41a5-b831-0f7f89dcd812,2026-08-11T13:09:34.989864,QuickCash,quickcash@demo,180.74,0.4109,0,2,15,0.3927,0,0,1,0,679,0
04707f0c-bb26-4a46-a6d0-4db42102fad9,2026-09-07T05:15:34.983720,Neha,neha@demo,1060.88,0.3247,0,4,7,0.3016,1,0,0,0,230,0
af66de50-f8d7-47ce-a377-bc61738108e1,2026-06-25T23:28:35.793170,QuickCash,quickcash@demo,2086.58,3.1587,0,2,15,0.3336,0,0,2,0,455,0
0087ea21-a10f-4a3b-b362-765b723bf525,2026-07-25T21:36:35.286042,RewardDesk,rewarddesk@demo,2831.53,1.3147,1,1,27,0.5862,0,0,0,0,118,0
d0f25603-0492-4c22-9687-c46bbe42f212,2026-07-25T09:24:35.177694,QuickCash,quickcash@demo,1222.29,2.6863,0,0,30,0.4078,0,0,0,0,1459,0
53fa4133-26a8-4b4f-b836-e6dce51d9138,2026-08-10T03:49:35.534861,Rahul,rahul@demo,657.53,2.6693,0,3,19,0.3607,0,0,0,0,1831,0
4465a7f9-ded2-41f1-ba17-428a5c96bdd5,2026-08-06T00:13:35.954739,Rahul,rahul@demo,1171.55,3.4358,0,1,27,0.0684,0,0,0,0,716,0
6ba14e19-6b27-4877-bc24-dae7a4ed00c4,2026-06-17T12:40:35.053985,Rahul,rahul@demo,3765.25,2.0796,1,1,24,0.5184,0,0,0,0,2234,0
de8ae417-88f6-457b-b175-d936c4ffd29c,2026-07-20T23:42:35.326070,RewardDesk,rewarddesk@demo,1731.72,3.0381,0,3,5,0.4481,0,0,0,1,2282,0
2d09edf1-b2ad-42df-b38e-729686cab19d,2026-06-01T11:01:35.519692,RewardDesk,rewarddesk@demo,918.96,1.0647,0,1,1,0.6572,0,0,0,0,650,0
3264c7a4-965d-4376-8460-66446e5914a6,2026-08-31T22:47:35.401458,RewardDesk,rewarddesk@demo,2914.42,2.9628,1,2,53,0.2816,1,0,1,1,2065,1
b19197ff-efb8-4e26-92b4-422860aced09,2026-08-17T02:02:35.315951,QuickCash,quickcash@demo,524.27,2.4714,1,1,13,1.0,0,1,1,1,2341,1
f6872670-8e49-4dd6-8090-1b03842b9d4b,2026-07-15T12:46:35.282402,RewardDesk,rewarddesk@demo,1204.88,1.6787,1,1,2,0.7126,0,0,0,1,1360,0
3ea3d688-f101-4038-8dec-3c4d9b6ddc2a,2026-05-25T02:48:35.904855,QuickCash,quickcash@demo,1056.68,2.319,0,0,16,0.2082,0,0,2,0,1633,0
06cd94e8-058b-4404-9018-82f2de17ee78,2026-06-05T13:42:35.781615,Rahul,rahul@demo,1159.81,2.8421,0,1,18,0.2841,0,0,2,0,1141,0
cb4cab32-98c6-4346-8f34-bd2b8c9c341b,2026-06-14T06:14:35.987880,Neha,neha@demo,1570.62,0.332,1,1,27,0.6558,0,0,1,1,866,0
becf8215-28b4-432c-970b-3a8f4457f6ce,2026-05-31T20:21:35.633205,Neha,neha@demo,2652.07,1.2505,0,6,16,0.746,1,0,0,0,389,0
48fdac43-9ffa-4a91-84a8-35bc686d7c46,2026-06-26T12:18:35.471181,Neha,neha@demo,8500.23,3.051,0,0,37,0.7101,0,0,0,1,1990,0
496406d0-6bd7-4f20-9382-22355f39166b,2026-08-11T11:00:35.401996,Rahul,rahul@demo,254.17,1.4815,1,5,51,0.1302,1,0,2,1,2436,1
